UNITID,OPEID,OPEID6,INSTNM,CITY,STABBR,INSTURL,NPCURL,HCM2,PREDDEG,HIGHDEG,CONTROL,LOCALE,HBCU,PBI,ANNHI,TRIBAL,AANAPII,HSI,NANTI,MENONLY,WOMENONLY,RELAFFIL,SATVR25,SATVR75,SATMT25,SATMT75,SATWR25,SATWR75,SATVRMID,SATMTMID,SATWRMID,ACTCM25,ACTCM75,ACTEN25,ACTEN75,ACTMT25,ACTMT75,ACTWR25,ACTWR75,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,SAT_AVG_ALL,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,DISTANCEONLY,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PPTUG_EF,CURROPER,NPT4_PUB,NPT4_PRIV,NPT41_PUB,NPT42_PUB,NPT43_PUB,NPT44_PUB,NPT45_PUB,NPT41_PRIV,NPT42_PRIV,NPT43_PRIV,NPT44_PRIV,NPT45_PRIV,PCTPELL,RET_FT4,RET_FTL4,RET_PT4,RET_PTL4,PCTFLOAN,UG25ABV,MD_EARN_WNE_P10,GT_25K_P6,GRAD_DEBT_MDN_SUPP,GRAD_DEBT_MDN10YR_SUPP,RPY_3YR_RT_SUPP,C150_L4_POOLED_SUPP,C150_4_POOLED_SUPP
101435,00101900,001019,Huntingdon College,Montgomery,AL,www.huntingdon.edu,hawk.huntingdon.edu/oiac/netpricecalculator/npcalc.htm,0,3,3,2,12,0,0,0,0,0,0,0,0,0,71,440,550,450,568,NULL,NULL,495,509,NULL,19,23,18,24,16,22,NULL,NULL,21,21,19,NULL,992,992,0,0,0,0,0.039,0,0,0,0.1039,0,0,0,0,0,0.0087,0,0,0.0823,0.0173,0,0,0.0823,0.0173,0.0087,0.0303,0,0.039,0,0,0.013,0,0,0,0,0.0303,0.0216,0.4848,0.0216,0,1160,0.631,0.2164,0.0345,0.006,0.0095,0.0009,0.031,0.0017,0.069,0.2293,1,NULL,19685,NULL,NULL,NULL,NULL,NULL,16621,17760,19988,21948,22932,0.4207,0.6608,NULL,NULL,NULL,0.6862,0.2196,36800,0.612,26477.5,273.770879569087,0.4992657856,NULL,0.4327
101453,02199700,021997,Heritage Christian University,Florence,AL,www.hcu.edu,www.hcu.edu/netpricecalculator/,0,3,4,2,13,0,0,0,0,0,0,0,0,0,74,380,660,400,610,300,560,520,505,430,14,17,11,16,16,17,11,12,16,14,17,12,848,848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0.7586,0.1552,0.0172,0,0.0345,0,0.0172,0.0172,0,0.4655,1,NULL,11194,NULL,NULL,NULL,NULL,NULL,11464,10925,NULL,NULL,NULL,0.5806,0,NULL,NULL,NULL,0.3226,0.5862,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,PrivacySuppressed
101462,00526000,005260,J F Drake State Community and Technical College,Huntsville,AL,www.drakestate.edu,www.drakestate.edu/admissions/net_price_calculator.aspx,0,2,2,1,12,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0.0476,0.1587,0,0,0.1349,0,0,0,0,0.0238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238,0.0317,0.119,0,0,0.2857,0.1746,0,0,820,0.3671,0.5561,0.0195,0.0073,0.0134,0,0.0207,0.0098,0.0061,0.411,1,7222,NULL,7068,7941,9540,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.693,NULL,0.4069,NULL,0.2588,0,0.4769,22200,0.369,PrivacySuppressed,PrivacySuppressed,NULL,0.1246,NULL
101480,00102000,001020,Jacksonville State University,Jacksonville,AL,www.jsu.edu/,www.jsu.edu/finaid/,0,3,4,1,13,0,0,0,0,0,0,0,0,0,NULL,450,550,440,550,NULL,NULL,500,495,NULL,20,26,20,28,18,25,NULL,NULL,23,24,22,NULL,1062,1062,0,0,0,0,0.0354,0,0.0226,0,0.0663,0,0.0264,0.0023,0.0324,0,0.0286,0.0565,0,0.0444,0.0075,0,0,0.009,0,0,0.0128,0,0.0256,0.0602,0.0587,0.0294,0,0,0,0,0.0444,0.2877,0.1295,0.0203,0,6625,0.6981,0.2214,0.0124,0.0059,0.0075,0.0006,0,0.026,0.0281,0.1857,1,17139,NULL,14696,16376,18923,19997,20030,NULL,NULL,NULL,NULL,NULL,0.4308,0.7434,NULL,0.375,NULL,0.6746,0.1814,35000,0.548,23250,240.399318288406,0.3945111492,NULL,0.3057
101499,00102100,001021,Jefferson Davis Community College,Brewton,AL,www.jdcc.edu,www.jdcc.edu/netpricecalculator/,0,2,2,1,32,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0.0565,0,0,0.0565,0,0.004,0,0,0.3185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1008,0.1895,0,0,0.25,0.0242,0,0,1036,0.5647,0.3098,0.0068,0.0203,0.0193,0,0.0145,0,0.0647,0.417,1,3602,NULL,3602,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5516,NULL,0.4806,NULL,0.4808,0,0.3843,24100,0.452,PrivacySuppressed,PrivacySuppressed,NULL,0.2427,NULL
101505,00102200,001022,Jefferson State Community College,Birmingham,AL,www.jeffstateonline.com,www.jeffersonstate.edu/financial-aid/net-price-calculator/,0,2,2,1,12,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0.0534,0.0633,0,0,0.0709,0,0.0282,0,0,0.2477,0,0,0,0,0,0,0,0,0,0,0,0.0488,0,0,0,0,0,0,0,0.2713,0.2165,0,0,7381,0.6708,0.2187,0.0377,0.0191,0.0031,0.0011,0.0285,0.0207,0.0004,0.6173,1,9674,NULL,8421,9403,11007,12880,13118,NULL,NULL,NULL,NULL,NULL,0.3329,NULL,0.5265,NULL,0.4402,0.2156,0.3118,30100,0.534,8500,87.8879228151164,0.4520738933,0.0609,NULL
101514,00101300,001013,John C Calhoun State Community College,Tanner,AL,www.calhoun.edu,https://calhoun.edu/student-resources/financial-aid/net-price-calculator,0,2,2,1,41,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0223,0,0,0,0,0,0.0427,0.0045,0,0,0.1223,0,0.0115,0,0,0.4032,0,0,0,0.0013,0,0,0,0,0,0,0,0,0,0,0.0127,0,0.0134,0,0.0146,0.3223,0.0293,0,0,8547,0.6595,0.1864,0.0461,0.0296,0.0161,0.0004,0.0424,0.0075,0.0121,0.5793,1,5134,NULL,3766,4915,7322,9293,9209,NULL,NULL,NULL,NULL,NULL,0.3909,NULL,0.6156,NULL,0.429,0.2877,0.3488,27300,0.454,11000,113.737311878385,0.3851002865,0.1408,NULL
101541,00102300,001023,Judson College,Marion,AL,www.judson.edu,www.judson.edu,0,3,3,2,43,0,0,0,0,0,0,0,0,1,54,480,560,400,660,NULL,NULL,520,530,NULL,19,25,19,25,17,23,NULL,NULL,22,22,20,NULL,1031,1031,0.0615,0,0,0,0,0,0,0,0.0615,0,0,0,0,0,0.0154,0,0,0.1231,0,0,0,0,0.0308,0,0.0462,0,0.1231,0.0308,0.0308,0.0154,0,0,0,0,0.1077,0.2462,0.0615,0.0462,0,373,0.7802,0.1555,0.008,0.0054,0.0054,0.0027,0.0134,0.0188,0.0107,0.3324,1,NULL,13152,NULL,NULL,NULL,NULL,NULL,12695,14669,15811,14590,725,0.5635,0.6951,NULL,NULL,NULL,0.6614,0.3422,27800,0.407,PrivacySuppressed,PrivacySuppressed,0.475,NULL,0.4233
101569,00105900,001059,Lawson State Community College-Birmingham Campus,Birmingham,AL,www.lawsonstate.edu,www.lawsonstate.edu/disclosure_and_consumer_information/general_institutional_information/net_price_calculator.aspx,0,1,2,1,12,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0.0086,0.0411,0.0291,0,0,0.2295,0,0.0394,0,0,0.2226,0,0,0,0,0.0274,0,0,0,0,0,0,0.0068,0.0034,0.0034,0.0462,0.0993,0.0445,0,0.0325,0.0805,0.0856,0,0,3003,0.1532,0.8149,0.011,0.0067,0.0023,0.0013,0.0073,0.0017,0.0017,0.4163,1,8000,NULL,7950,8120,8630,5124,NULL,NULL,NULL,NULL,NULL,NULL,0.7068,NULL,0.5424,NULL,0.3121,0,0.3496,24000,0.357,PrivacySuppressed,PrivacySuppressed,NULL,0.1106,NULL
101587,00102400,001024,University of West Alabama,Livingston,AL,www.uwa.edu,secure.uwa.edu/calculator/npcalc.htm,0,3,4,1,43,0,1,0,0,0,0,0,0,0,NULL,430,530,360,560,420,530,480,460,475,18,21,18,22,19,20,NULL,NULL,20,20,20,NULL,930,930,0,0,0,0,0.0571,0,0,0,0.1878,0,0.0245,0,0,0,0.0122,0,0,0.0776,0.0286,0,0.0163,0.0449,0,0,0.0163,0,0.0367,0,0,0.0204,0,0.0245,0,0,0,0.2,0.2286,0.0245,0,1913,0.4511,0.4004,0.0225,0.0026,0.0016,0.0016,0.0183,0.0633,0.0387,0.1093,1,12733,NULL,10626,11313,14450,14599,14637,NULL,NULL,NULL,NULL,NULL,0.5343,0.6637,NULL,0,NULL,0.6826,0.1436,36200,0.503,26489,273.889786758778,0.361612515,NULL,0.3099
101602,00898800,008988,Lurleen B Wallace Community College,Andalusia,AL,www.lbwcc.edu,www.lbwcc.edu/financial_aid/net_price_calculator.aspx,0,2,2,1,41,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.0336,0,0,0,0,0.0308,0.0784,0,0,0.028,0,0.0336,0,0,0.2941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1289,0.0784,0,0,0.2745,0.0196,0,0,1412,0.699,0.267,0.0113,0.0035,0.0057,0,0.0135,0,0,0.2691,1,7003,NULL,7003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5704,NULL,0.5906,NULL,0.5581,0,0.1917,25500,0.417,PrivacySuppressed,PrivacySuppressed,NULL,0.2314,NULL
101648,00102600,001026,Marion Military Institute,Marion,AL,www.marionmilitary.edu,www.marionmilitary.edu/admissions/netcalc/npcalc.htm,0,2,2,1,43,0,0,0,0,0,0,0,0,0,NULL,480,580,500,600,NULL,NULL,530,550,NULL,19,26,18,25,18,26,NULL,NULL,23,22,22,NULL,1061,1061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0.6067,0.2089,0.0911,0.0222,0.0067,0.0044,0.0489,0,0.0111,0.0022,1,10403,NULL,7916,8798,10886,12174,12957,NULL,NULL,NULL,NULL,NULL,0.426,NULL,0.4116,NULL,NULL,0.6036,0.0131,45900,0.647,11500,118.907189691039,0.5574912892,0.2835,NULL
101675,00102800,001028,Miles College,Fairfield,AL,www.miles.edu,https://miles.studentaidcalculator.com/survey.aspx,0,3,3,2,21,1,0,0,0,0,0,0,0,0,55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.0227,0,0,0.0773,0,0.0409,0,0.0409,0,0,0,0.0455,0,0.0182,0,0,0.0864,0.0045,0,0,0,0,0,0.0091,0,0,0.2136,0.0955,0.0182,0,0,0,0,0.0364,0,0.2545,0.0364,0,1869,0.0161,0.9674,0.0075,0.0005,0,0,0.0075,0,0.0011,0.0353,1,NULL,15708,NULL,NULL,NULL,NULL,NULL,15254,15983,17884,16418,18552,0.853,0.5258,NULL,0,NULL,0.9108,0.1447,25300,0.374,36172,374.009640478634,0.1496512365,NULL,0.2016
101693,00102900,001029,University of Mobile,Mobile,AL,www.umobile.edu,tcc.noellevitz.com/(S(i2ma5wzihnqpsazmq43fszpq))/University%20of%20Mobile/Freshman-Students,0,3,4,2,41,0,0,0,0,0,0,0,0,0,75,430,540,420,580,NULL,NULL,485,500,NULL,19,25,19,26,17,24,NULL,NULL,22,23,21,NULL,1025,1025,0,0,0,0,0.0303,0,0.0121,0,0.1727,0,0,0,0,0,0.003,0.0515,0,0.0394,0.0121,0,0.0303,0.0303,0.0606,0.0394,0,0,0.0212,0,0,0.0424,0,0,0,0,0.0394,0.2485,0.1636,0.003,0,1437,0.6159,0.2296,0.0174,0.007,0.0167,0.0014,0.0285,0.0487,0.0348,0.1072,1,NULL,19649,NULL,NULL,NULL,NULL,NULL,16828,19098,19251,21608,24284,0.4918,0.75,NULL,0,NULL,0.7729,0.2129,35000,0.578,25875,267.541176804839,0.4461859979,NULL,0.4274
101709,00100400,001004,University of Montevallo,Montevallo,AL,www.montevallo.edu,www.montevallo.edu/admissions/undergraduate-admissions/financial-aid/net-price-calculator/,0,3,4,1,21,0,0,0,0,0,0,0,0,0,NULL,455,595,475,580,470,585,525,528,528,20,26,21,28,18,24,NULL,NULL,23,25,21,NULL,1069,1069,0,0,0,0,0.0533,0,0,0,0.06,0,0,0.0333,0.0333,0,0.1033,0,0,0.0433,0.0233,0,0,0.06,0,0,0.0233,0,0.0867,0,0.03,0.0367,0,0,0,0,0.14,0.0933,0.13,0.05,0,2553,0.7164,0.1492,0.0372,0.0078,0.0051,0,0.0247,0.0141,0.0454,0.0995,1,16885,NULL,14436,15186,17994,19582,19811,NULL,NULL,NULL,NULL,NULL,0.4058,0.7698,NULL,0.6,NULL,0.5755,0.1092,33100,0.553,23383,241.774505786572,0.5227475468,NULL,0.4454
101736,00569700,005697,Northwest-Shoals Community College,Muscle Shoals,AL,www.nwscc.edu,nwscc.edu/financialaid/netpricecalculator/npcalc.htm,0,2,2,1,13,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0.0178,0.047,0,0,0.0373,0,0.0357,0,0,0.2058,0,0,0,0,0.0827,0,0,0,0,0,0,0.0081,0,0,0.0276,0.0681,0.0632,0,0,0.342,0.0648,0,0,3047,0.7762,0.1339,0.041,0.0036,0.0098,0.0007,0.0026,0.003,0.0292,0.4565,1,5806,NULL,5515,5783,7865,9301,9282,NULL,NULL,NULL,NULL,NULL,0.5279,NULL,0.576,NULL,0.3182,0.2845,0.253,25000,0.423,11000,113.737311878385,0.37100894,0.1234,NULL
101879,00101600,001016,University of North Alabama,Florence,AL,www.una.edu,studentnpc.collegeboard.org/,0,3,4,1,13,0,0,0,0,0,0,0,0,0,NULL,398,560,410,535,NULL,NULL,479,473,NULL,19,25,20,26,17,24,NULL,NULL,22,23,21,NULL,1027,1027,0,0,0,0,0.0458,0,0.0083,0,0.1,0,0,0.0094,0.0344,0,0.0177,0,0,0.0417,0.0052,0,0.0396,0.049,0,0,0.024,0,0.0156,0.0385,0.049,0.0594,0,0,0,0,0.0594,0.151,0.2313,0.0208,0,5698,0.7102,0.1416,0.0281,0.0042,0.0104,0.0012,0.0256,0.0393,0.0393,0.1272,1,11438,NULL,9381,10261,12371,13072,13156,NULL,NULL,NULL,NULL,NULL,0.402,0.7583,NULL,0.3077,NULL,0.6731,0.1445,36400,0.567,21837,225.789243589846,0.5181115181,NULL,0.3831
101897,00103100,001031,Northeast Alabama Community College,Rainsville,AL,www.nacc.edu,www.nacc.edu,0,2,2,1,42,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0.0364,0.0434,0,0,0.1359,0,0.0336,0,0,0.2325,0,0,0,0,0,0,0,0,0,0,0,0.0364,0,0,0,0.0812,0.0266,0,0,0.3221,0.0518,0,0,2050,0.84,0.0224,0.0898,0.0073,0.0259,0.0005,0.0098,0.0039,0.0005,0.4273,1,2932,NULL,2932,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5602,NULL,0.6011,NULL,0.3818,0,0.2267,28100,0.448,4500,46.5289003138851,0.4497354497,0.2787,NULL
101912,00103300,001033,Oakwood University,Huntsville,AL,www.oakwood.edu,https://npc.collegeboard.org/student/app/oakwood,0,3,4,2,12,1,0,0,0,0,0,0,0,0,95,410,540,380,500,NULL,NULL,475,440,NULL,17,22,17,23,16,21,NULL,NULL,20,20,19,NULL,923,923,0,0,0,0,0.0674,0,0.0147,0,0.0293,0,0,0.0205,0.0059,0,0.0117,0.085,0,0.132,0.0117,0,0.0029,0,0,0.0587,0.0029,0,0.0733,0,0.0792,0.0323,0,0,0,0,0.0381,0.1613,0.1584,0.0147,0,1687,0.0047,0.8435,0.0308,0.0024,0.0065,0,0,0.0699,0.0421,0.0539,1,NULL,24565,NULL,NULL,NULL,NULL,NULL,19506,24573,24845,29915,30895,0.5312,0.7594,NULL,NULL,NULL,0.7214,0.148,32200,0.418,31000,320.532424384542,0.2704471101,NULL,0.4278
101949,00103400,001034,Alabama Southern Community College,Monroeville,AL,www.ascc.edu,www.ascc.edu,0,2,2,1,41,0,1,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0.0678,0,0,0.1864,0,0,0,0,0.322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2147,0,0,0.1186,0.0904,0,0,1151,0.5343,0.424,0.0096,0.0017,0.0096,0.0009,0.0087,0.0009,0.0104,0.2911,1,5058,NULL,5058,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5472,NULL,0.6147,NULL,0.4074,0,0.1587,22800,0.371,PrivacySuppressed,PrivacySuppressed,NULL,0.2854,NULL
101958,02296000,022960,Prince Institute-Southeast,Elmhurst,IL,princeinstitute.edu,npc.princeinstitute.edu/AidCalculator.aspx,0,2,2,3,21,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111,0.2778,0,0,25,0.92,0,0.08,0,0,0,0,0,0,0.64,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6905,NULL,NULL,NULL,NULL,0.8333,0.8,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.3692307692,0.2481,NULL
101994,00569200,005692,Reid State Technical College,Evergreen,AL,www.rstc.edu,www.rstc.edu,0,1,2,1,41,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0.0313,0.1313,0,0,0,0,0.025,0,0,0,0,0,0,0,0.0063,0,0,0,0,0,0,0,0,0,0.0063,0.1063,0.1125,0.0875,0,0.425,0.0688,0,0,422,0.4336,0.5284,0.0047,0.0024,0.019,0,0.0118,0,0,0.41,1,4147,NULL,4184,NULL,NULL,NULL,2034,NULL,NULL,NULL,NULL,NULL,0.5355,NULL,0.4699,NULL,0.4,0,0.3538,19900,0.364,PrivacySuppressed,PrivacySuppressed,NULL,0.2923,NULL
102030,00103000,001030,Bishop State Community College,Mobile,AL,www.bishop.edu,www.bishop.edu/calculator/,0,1,2,1,12,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0.0093,0.0167,0.0465,0,0,0.0669,0,0.0483,0,0,0.1115,0,0,0,0,0.0818,0,0,0,0,0,0,0,0,0,0.0149,0.0316,0.1747,0.1691,0,0.2138,0.0149,0,0,2701,0.2469,0.6583,0.0211,0.0185,0.0081,0.0011,0.013,0.0307,0.0022,0.4091,1,5870,NULL,5870,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6554,NULL,0.3772,NULL,0.2448,0,0.3661,21900,0.317,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.0982,NULL
102049,00103600,001036,Samford University,Birmingham,AL,www.samford.edu,https://samford.studentaidcalculator.com/welcome.aspx,0,3,4,2,21,0,0,0,0,0,0,0,0,0,54,500,610,490,610,500,610,555,550,555,23,29,23,31,21,27,NULL,NULL,26,27,24,NULL,1162,1162,0,0.0052,0,0.0013,0.0762,0,0.0116,0,0.0465,0.0039,0,0.022,0.0568,0.0323,0.0155,0.0039,0,0.0362,0.0103,0,0.0013,0.0724,0.0233,0.0026,0.0026,0,0.0336,0,0.0078,0.0181,0,0,0,0,0.053,0.3114,0.1305,0.022,0,3145,0.8143,0.069,0.0521,0.0108,0.0032,0,0.0165,0.0286,0.0054,0.035,1,NULL,27065,NULL,NULL,NULL,NULL,NULL,21312,24845,25704,29046,30462,0.1373,0.8887,NULL,0.5,NULL,0.3287,0.0518,46300,0.738,22500,232.644501569425,0.7692307692,NULL,0.701
102058,04067300,040673,Selma University,Selma,AL,selmauniversity.edu,selmauniversity.edu/NetPriceCalculator/npcalc.htm,0,3,4,2,32,1,1,0,0,0,0,0,0,0,54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0.1739,0,0,0,0,0,0,0,0,0.087,0,0,0,0,0.087,0.3043,0,0,0,0,0,0,0,0,0,0,0,0,0.3478,0,0,312,0.0513,0.9423,0,0,0,0,0,0,0.0064,0.2436,1,NULL,12120,NULL,NULL,NULL,NULL,NULL,12119,12149,NULL,NULL,NULL,0.9369,0.4697,NULL,0.25,NULL,0.9647,0.535,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.1302325581,NULL,0.2308
102067,00569100,005691,Shelton State Community College,Tuscaloosa,AL,www.sheltonstate.edu,www.sheltonstate.edu/financial_aid/price_calculator.aspx,0,2,2,1,13,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0.0395,0,0,0.0274,0,0.0154,0,0,0.259,0,0,0,0,0,0.0154,0,0,0,0,0,0,0,0,0.0377,0.1544,0.048,0,0.0034,0.2487,0.1509,0,0,4478,0.5683,0.3522,0.0025,0.0114,0.0045,0.0004,0.0154,0.0031,0.0422,0.513,1,9308,NULL,8952,9971,11201,12202,NULL,NULL,NULL,NULL,NULL,NULL,0.4919,NULL,0.6198,NULL,0.4157,0,0.216,25700,0.414,PrivacySuppressed,PrivacySuppressed,NULL,0.1198,NULL

